"entryACCESSION","entrez_symbol","entryTYPE","OMIM","UNIPROT","ROLE","pathway","source","activity","deviation","label"
"kegg_5601","MAPK9","gene","602896","P45984|D7R525|D7R526",NA,"Pathways in cancer|Colorectal cancer|Pancreatic cancer|Wnt signaling pathway|cAMP signaling pathway|Focal adhesion|MAPK signaling pathway|Apoptosis","KEGG",1,0,"MAPK9"
"kegg_79109","MAPKAP1","gene","610558","Q9BPZ7|A0A024R863",NA,"mTOR signaling pathway","KEGG",1,0,"MAPKAP1"
"kegg_9261","MAPKAPK2","gene","602006","P49137",NA,"MAPK signaling pathway|VEGF signaling pathway","KEGG",1,0,"MAPKAPK2"
"kegg_7867","MAPKAPK3","gene","602130|617111","A0A024R2W7|Q16644",NA,"MAPK signaling pathway|VEGF signaling pathway","KEGG",1,0,"MAPKAPK3"
"kegg_8550","MAPKAPK5","gene","606723","Q8IW41",NA,"MAPK signaling pathway","KEGG",1,0,"MAPKAPK5"
"kegg_4137","MAPT","gene","157140|168600|172700|260540|600274|601104","P10636|A0A024RA19|B3KTM0|A0A024RA17|A0A024R9Y0|A0A024R9Y1",NA,"MAPK signaling pathway","KEGG",1,0,"MAPT"
"kegg_4149","MAX","gene","154950|171300","P61244|G3V302|Q8TAX8|A0A024R682","ONCOGENE","Small cell lung cancer|Pathways in cancer|MAPK signaling pathway","KEGG",1,0,"MAX"
"kegg_4158","MC2R","gene","202200|607397","Q01718",NA,"cAMP signaling pathway","KEGG",1,0,"MC2R"
"kegg_4170","MCL1","gene","159552","A0A087WT64|C8YZ26|Q07820",NA,"JAK-STAT signaling pathway|Apoptosis|PI3K-Akt signaling pathway","KEGG",1,0,"MCL1"
"kegg_57192","MCOLN1","gene","252650|605248","Q9GZU1",NA,"Calcium signaling pathway","KEGG",1,0,"MCOLN1"
"kegg_255231","MCOLN2","gene","607399","Q8IZK6",NA,"Calcium signaling pathway","KEGG",1,0,"MCOLN2"
"kegg_55283","MCOLN3","gene","607400","Q8TDD5",NA,"Calcium signaling pathway","KEGG",1,0,"MCOLN3"
"kegg_4193","MDM2","gene","164785|614401|618681","A0A0A8KB75|A7UKX8|A7UKX9|G3XA89|Q00987|A7UKX7|Q96DS0","ONCOGENE","Bladder cancer|PI3K-Akt signaling pathway|Prostate cancer|Cell cycle|Melanoma|p53 signaling pathway|Chronic myeloid leukemia|Pathways in cancer|Glioma","KEGG",1,0,"MDM2"
"kegg_4194","MDM4","gene","602704|618849","O15151|Q59FS6|Q68DC0|A0A087WZ58|A0A087WUE3|A0A087WTR9|A0A024R990","ONCOGENE","p53 signaling pathway","KEGG",1,0,"MDM4"
"kegg_4199","ME1","gene","154250","P48163",NA,"PPAR signaling pathway","KEGG",1,0,"ME1"
"kegg_10873","ME3","gene","604626","Q16798|Q6TCH8|B2R995",NA,"PPAR signaling pathway","KEGG",1,0,"ME3"
"kegg_2122","MECOM","gene","165215|616738","Q03112|C7FEN9|Q13465|A0A0C3SFZ7","ONCOGENE","Chronic myeloid leukemia|Pathways in cancer|MAPK signaling pathway","KEGG",1,0,"MECOM"
"kegg_4208","MEF2C","gene","600662|613443","Q06413|D8L7E9|A0A024RAL7|A0A024RAL6|A0A0D9SGI5",NA,"MAPK signaling pathway","KEGG",1,0,"MEF2C"
"kegg_1954","MEGF8","gene","604267|614976","Q7Z7M0",NA,"Hedgehog signaling pathway","KEGG",1,0,"MEGF8"
"kegg_4233","MET","gene","114550|164860|605074|607278|616705","A0A024R759|P08581|A0A024R728|E6Y365|B4DLF5","ONCOGENE","Calcium signaling pathway|Hepatocellular carcinoma|Pathways in cancer|Adherens junction|Renal cell carcinoma|PI3K-Akt signaling pathway|MAPK signaling pathway|Focal adhesion|Non-small cell lung cancer|Melanoma|Gastric cancer","KEGG",1,0,"MET"
"kegg_4242","MFNG","gene","602577","O00587",NA,"Notch signaling pathway","KEGG",1,0,"MFNG"
"kegg_23295","MGRN1","gene","607559","O60291",NA,"Hedgehog signaling pathway","KEGG",1,0,"MGRN1"
"kegg_4257","MGST1","gene","138330","A0A024RAX2|P10620",NA,"Pathways in cancer|Hepatocellular carcinoma","KEGG",1,0,"MGST1"
"kegg_4258","MGST2","gene","601733","Q99735",NA,"Pathways in cancer|Hepatocellular carcinoma","KEGG",1,0,"MGST2"
"kegg_4259","MGST3","gene","604564","A0A024R8Z1|O14880",NA,"Pathways in cancer|Hepatocellular carcinoma","KEGG",1,0,"MGST3"
"kegg_100532736","MICOS10-NBL1","gene",NA,"P41271",NA,"TGF-beta signaling pathway","KEGG",1,0,"MICOS10-NBL1"
"kegg_54468","MIOS","gene","615359","A0A024RA24|Q9NXC5",NA,"mTOR signaling pathway","KEGG",1,0,"MIOS"
"kegg_8569","MKNK1","gene","606724","Q9BUB5|A8K341|Q7Z319",NA,"MAPK signaling pathway|HIF-1 signaling pathway","KEGG",1,0,"MKNK1"
"kegg_2872","MKNK2","gene","605069","Q9HBH9|B3KS07",NA,"MAPK signaling pathway|HIF-1 signaling pathway","KEGG",1,0,"MKNK2"
"kegg_64223","MLST8","gene","612190","Q9BVC4",NA,"PI3K-Akt signaling pathway|mTOR signaling pathway","KEGG",1,0,"MLST8"
"kegg_4312","MMP1","gene","120353|226600|606963","B4DN15|P03956|Q53G95",NA,"Pathways in cancer|PPAR signaling pathway","KEGG",1,0,"MMP1"
"kegg_4313","MMP2","gene","120360|259600","P08253|A0A024R6R4",NA,"Pathways in cancer|Estrogen signaling pathway","KEGG",1,0,"MMP2"
"kegg_4316","MMP7","gene","178990","P09237",NA,"Wnt signaling pathway","KEGG",1,0,"MMP7"
"kegg_4318","MMP9","gene","120361|613073","P14780",NA,"Pathways in cancer|Estrogen signaling pathway","KEGG",1,0,"MMP9"
"kegg_730094","MOSMO","gene",NA,"Q8NHV5",NA,"Hedgehog signaling pathway","KEGG",1,0,"MOSMO"
"kegg_4352","MPL","gene","159530|254450|601977|604498","P40238",NA,"Cytokine-cytokine receptor interaction|JAK-STAT signaling pathway","KEGG",1,0,"MPL"
"kegg_4353","MPO","gene","104300|254600|606989","P05164",NA,"Acute myeloid leukemia","KEGG",1,0,"MPO"
"kegg_22808","MRAS","gene","608435|618499","O14807|Q6FGP0|Q8WVM9",NA,"MAPK signaling pathway","KEGG",1,0,"MRAS"
"kegg_4485","MST1","gene","142408","G3XAK1|P26927|Q53GN8",NA,"Calcium signaling pathway","KEGG",1,0,"MST1"
"kegg_4486","MST1R","gene","600168|617075","B4E058|Q04912|A0A087WZG2|G9JXB8",NA,"Calcium signaling pathway","KEGG",1,0,"MST1R"
"kegg_2660","MSTN","gene","601788|614160","O14793|Q53S46",NA,"Cytokine-cytokine receptor interaction","KEGG",1,0,"MSTN"
"kegg_4515","MTCP1","gene","300116","P56278","ONCOGENE","PI3K-Akt signaling pathway","KEGG",1,0,"MTCP1"
"kegg_2475","MTOR","gene","601231|607341|616638","P42345","ONCOGENE","PI3K-Akt signaling pathway|JAK-STAT signaling pathway|Acute myeloid leukemia|Breast cancer|Pancreatic cancer|Hepatocellular carcinoma|Glioma|Gastric cancer|Colorectal cancer|HIF-1 signaling pathway|Pathways in cancer|Prostate cancer|mTOR signaling pathway","KEGG",1,0,"MTOR"
"kegg_4583","MUC2","gene","158370",NA,NA,"Gastric cancer","KEGG",1,0,"MUC2"
"kegg_4602","MYB","gene","189990","P10242|Q708E9",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"MYB"
"kegg_4609","MYC","gene","113970|190080","A0A087WVR4|P01106","ONCOGENE","Hepatocellular carcinoma|Small cell lung cancer|Gastric cancer|Wnt signaling pathway|Colorectal cancer|Endometrial cancer|Pathways in cancer|MAPK signaling pathway|PI3K-Akt signaling pathway|Breast cancer|TGF-beta signaling pathway|Thyroid cancer|Cell cycle|Acute myeloid leukemia|JAK-STAT signaling pathway|Chronic myeloid leukemia","KEGG",1,0,"MYC"
"kegg_4615","MYD88","gene","153600|602170|612260","Q99836|A0A0A0MST0|A0A0A0MSI9|A0A0A0MS70","ONCOGENE","MAPK signaling pathway","KEGG",1,0,"MYD88"
"kegg_93408","MYL10","gene","617177","Q9BUA6",NA,"Focal adhesion","KEGG",1,0,"MYL10"
"kegg_10627","MYL12A","gene",NA,"P19105|J3QRS3|O14950",NA,"Focal adhesion","KEGG",1,0,"MYL12A"
"kegg_103910","MYL12B","gene","609211","O14950",NA,"Focal adhesion","KEGG",1,0,"MYL12B"
"kegg_4633","MYL2","gene","160781|608758|619424","P10916|Q6IB42",NA,"Focal adhesion","KEGG",1,0,"MYL2"
"kegg_4636","MYL5","gene","160782","Q02045",NA,"Focal adhesion","KEGG",1,0,"MYL5"
"kegg_58498","MYL7","gene","613993","Q01449",NA,"Focal adhesion","KEGG",1,0,"MYL7"
"kegg_10398","MYL9","gene","609905|619365","P24844",NA,"cAMP signaling pathway|Focal adhesion","KEGG",1,0,"MYL9"
"kegg_4638","MYLK","gene","249210|600922|613780","Q05B97|Q15746|Q05B98",NA,"Focal adhesion|Calcium signaling pathway","KEGG",1,0,"MYLK"
"kegg_85366","MYLK2","gene","192600|606566","Q9H1R3",NA,"Focal adhesion|Calcium signaling pathway","KEGG",1,0,"MYLK2"
"kegg_91807","MYLK3","gene","612147","Q32MK0",NA,"Focal adhesion|Calcium signaling pathway","KEGG",1,0,"MYLK3"
"kegg_340156","MYLK4","gene",NA,"Q86YV6",NA,"Focal adhesion|Calcium signaling pathway","KEGG",1,0,"MYLK4"
"kegg_29895","MYLPF","gene","617378|619110","A0A024QZG6|Q96A32",NA,"Focal adhesion","KEGG",1,0,"MYLPF"
"kegg_C00004","NADH","compound",NA,NA,NA,"Calcium signaling pathway","KEGG",1,0,"NADH"
"kegg_4681","NBL1","gene","600613","P41271|A0A087WTY6",NA,"TGF-beta signaling pathway","KEGG",1,0,"NBL1"
"kegg_8648","NCOA1","gene","602691","Q15788",NA,"Pathways in cancer|Breast cancer|Estrogen signaling pathway","KEGG",1,0,"NCOA1"
"kegg_10499","NCOA2","gene","601993","Q15596|B4DPW8","ONCOGENE","Estrogen signaling pathway","KEGG",1,0,"NCOA2"
"kegg_8202","NCOA3","gene","601937","Q59EE8|Q9Y6Q9",NA,"Pathways in cancer|Breast cancer|Estrogen signaling pathway","KEGG",1,0,"NCOA3"
"kegg_8031","NCOA4","gene","601984","Q13772|Q96E88|A0A024QZI5|B2R5V0",NA,"Pathways in cancer|Thyroid cancer","KEGG",1,0,"NCOA4"
"kegg_9612","NCOR2","gene","600848","C9JE98|Q9Y618|C9J0Q5|C9JFD3","ONCOGENE","Notch signaling pathway","KEGG",1,0,"NCOR2"
"kegg_23385","NCSTN","gene","142690|605254","Q92542|B4DR82",NA,"Notch signaling pathway","KEGG",1,0,"NCSTN"
"kegg_5818","NECTIN1","gene","225060|600644","Q15223",NA,"Adherens junction","KEGG",1,0,"NECTIN1"
"kegg_5819","NECTIN2","gene","600798","Q92692",NA,"Adherens junction","KEGG",1,0,"NECTIN2"
"kegg_25945","NECTIN3","gene","607147","Q9NQS3",NA,"Adherens junction","KEGG",1,0,"NECTIN3"
"kegg_81607","NECTIN4","gene","609607|613573","K4PZ75|Q96NY8",NA,"Adherens junction","KEGG",1,0,"NECTIN4"
"kegg_4756","NEO1","gene","601907","Q59FP8|Q92859",NA,"TGF-beta signaling pathway","KEGG",1,0,"NEO1"
"kegg_4763","NF1","gene","162200|162210|193520|601321|607785|613113","P21359","TUMOUR SUPPRESSOR","MAPK signaling pathway","KEGG",1,0,"NF1"
"kegg_4772","NFATC1","gene","600489","O95644|B4DER8|F5H4S8|A8K9C6",NA,"Wnt signaling pathway|cAMP signaling pathway|MAPK signaling pathway","KEGG",1,0,"NFATC1"
"kegg_4773","NFATC2","gene","600490","Q13469|B5B2P4",NA,"Wnt signaling pathway|VEGF signaling pathway","KEGG",1,0,"NFATC2"
"kegg_4775","NFATC3","gene","602698","B5B2S0|Q12968|B5B2S1",NA,"Wnt signaling pathway|MAPK signaling pathway","KEGG",1,0,"NFATC3"
"kegg_4776","NFATC4","gene","602699","Q14934",NA,"Wnt signaling pathway","KEGG",1,0,"NFATC4"
"kegg_4780","NFE2L2","gene","600492|617744","Q16236","ONCOGENE","Hepatocellular carcinoma|Pathways in cancer","KEGG",1,0,"NFE2L2"
"kegg_4790","NFKB1","gene","164011|616576","A0A024RDJ4|P19838",NA,"Pathways in cancer|Pancreatic cancer|MAPK signaling pathway|Acute myeloid leukemia|Chronic myeloid leukemia|Prostate cancer|Small cell lung cancer|Apoptosis|HIF-1 signaling pathway|cAMP signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"NFKB1"
"kegg_4791","NFKB2","gene","164012|615577","Q00653",NA,"Pathways in cancer|Breast cancer|MAPK signaling pathway","KEGG",1,0,"NFKB2"
"kegg_4792","NFKBIA","gene","164008|612132","P25963","TUMOUR SUPPRESSOR","Small cell lung cancer|Apoptosis|cAMP signaling pathway|Prostate cancer|Chronic myeloid leukemia|Pathways in cancer","KEGG",1,0,"NFKBIA"
"kegg_4803","NGF","gene","162030|608654","P01138",NA,"Cytokine-cytokine receptor interaction|MAPK signaling pathway|Apoptosis|Calcium signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"NGF"
"kegg_4804","NGFR","gene","162010","P08138",NA,"MAPK signaling pathway|Cytokine-cytokine receptor interaction|PI3K-Akt signaling pathway","KEGG",1,0,"NGFR"
"kegg_C00533","Nitric oxide","compound",NA,NA,NA,"Pathways in cancer|Hepatocellular carcinoma|Estrogen signaling pathway|HIF-1 signaling pathway","KEGG",1,0,"Nitric oxide"
"kegg_85407","NKD1","gene","607851","Q969G9",NA,"Wnt signaling pathway","KEGG",1,0,"NKD1"
"kegg_85409","NKD2","gene","607852","Q969F2",NA,"Wnt signaling pathway","KEGG",1,0,"NKD2"
"kegg_4824","NKX3-1","gene","602041","Q99801",NA,"Pathways in cancer|Prostate cancer","KEGG",1,0,"NKX3-1"
"kegg_51701","NLK","gene","609476","A0A024QZ12|Q9UBE8",NA,"MAPK signaling pathway|Adherens junction|Wnt signaling pathway","KEGG",1,0,"NLK"
"kegg_4838","NODAL","gene","270100|601265","Q96S42",NA,"Cytokine-cytokine receptor interaction|TGF-beta signaling pathway","KEGG",1,0,"NODAL"
"kegg_9241","NOG","gene","184460|185800|186500|186570|602991|611377","Q13253",NA,"TGF-beta signaling pathway","KEGG",1,0,"NOG"
"kegg_4842","NOS1","gene","163731","A0PJJ7|B3VK56|B4DG68|P29475",NA,"Calcium signaling pathway","KEGG",1,0,"NOS1"
"kegg_4843","NOS2","gene","163730|611162","P35228",NA,"Pathways in cancer|Small cell lung cancer|HIF-1 signaling pathway|Calcium signaling pathway","KEGG",1,0,"NOS2"
"kegg_4846","NOS3","gene","104300|145500|163729|189800|601367","P29474|A0S0A6|A0A0A0MTA6",NA,"VEGF signaling pathway|Estrogen signaling pathway|Calcium signaling pathway|HIF-1 signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"NOS3"
"kegg_4851","NOTCH1","gene","109730|190198|616028","P46531",NA,"Pathways in cancer|Breast cancer|Notch signaling pathway","KEGG",1,0,"NOTCH1"
"kegg_4853","NOTCH2","gene","102500|600275|610205","Q04721|Q6IQ50|Q9UFD5",NA,"Pathways in cancer|Breast cancer|Notch signaling pathway","KEGG",1,0,"NOTCH2"
"kegg_4854","NOTCH3","gene","125310|130720|600276|615293","Q9UM47",NA,"Pathways in cancer|Breast cancer|Notch signaling pathway","KEGG",1,0,"NOTCH3"
"kegg_4855","NOTCH4","gene","164951","A0A1U9X983|Q99466",NA,"Pathways in cancer|Breast cancer|Notch signaling pathway","KEGG",1,0,"NOTCH4"
"kegg_147111","NOTUM","gene","609847","Q6P988",NA,"Wnt signaling pathway","KEGG",1,0,"NOTUM"
"kegg_255743","NPNT","gene","610306","Q6UXI9",NA,"ECM-receptor interaction","KEGG",1,0,"NPNT"
"kegg_4878","NPPA","gene","108780|612201|615745","P01160",NA,"cAMP signaling pathway|HIF-1 signaling pathway","KEGG",1,0,"NPPA"
"kegg_4881","NPR1","gene","108960","A0A140VJE6|P16066",NA,"cAMP signaling pathway","KEGG",1,0,"NPR1"
"kegg_10641","NPRL2","gene","607072|617116","Q8WTW4","TUMOUR SUPPRESSOR","mTOR signaling pathway","KEGG",1,0,"NPRL2"
"kegg_8131","NPRL3","gene","600928|617118","Q9BTE2|Q12980|B7Z220|B7Z6Q0",NA,"mTOR signaling pathway","KEGG",1,0,"NPRL3"
"kegg_4852","NPY","gene","162640","A4D158|P01303",NA,"cAMP signaling pathway","KEGG",1,0,"NPY"
"kegg_4886","NPY1R","gene","162641","P25929",NA,"cAMP signaling pathway","KEGG",1,0,"NPY1R"
"kegg_1728","NQO1","gene","125860","P15559|B4DLR8",NA,"Pathways in cancer|Hepatocellular carcinoma","KEGG",1,0,"NQO1"
"kegg_10062","NR1H3","gene","602423","Q13133|B4DXU5|F1D8N1|B5MBY7",NA,"PPAR signaling pathway","KEGG",1,0,"NR1H3"
"kegg_3164","NR4A1","gene","139139","P22736|F5GXF0|Q6ZMM6|A0A024R126",NA,"MAPK signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"NR4A1"
"kegg_4893","NRAS","gene","114500|137550|162900|163200|164790|188470|249400|613224|614470","P01111|Q5U091","ONCOGENE","Glioma|mTOR signaling pathway|VEGF signaling pathway|Colorectal cancer|Chronic myeloid leukemia|PI3K-Akt signaling pathway|Acute myeloid leukemia|Apoptosis|Thyroid cancer|Pathways in cancer|Hepatocellular carcinoma|Non-small cell lung cancer|Melanoma|Bladder cancer|MAPK signaling pathway|Breast cancer|Gastric cancer|Prostate cancer|Endometrial cancer|Estrogen signaling pathway","KEGG",1,0,"NRAS"
"kegg_375387","NRROS","gene","615322|618875","Q86YC3",NA,"TGF-beta signaling pathway","KEGG",1,0,"NRROS"
"kegg_4908","NTF3","gene","162660","P20783",NA,"MAPK signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"NTF3"
"kegg_4909","NTF4","gene","162662|613100","A0A024QZE4|P34130",NA,"PI3K-Akt signaling pathway|MAPK signaling pathway","KEGG",1,0,"NTF4"
"kegg_4914","NTRK1","gene","191315|256800","P04629|X5DR71","ONCOGENE","PI3K-Akt signaling pathway|Apoptosis|Pathways in cancer|MAPK signaling pathway|Thyroid cancer|Calcium signaling pathway","KEGG",1,0,"NTRK1"
"kegg_4915","NTRK2","gene","600456|613886|617830","Q16620|Q5VWE5|Q548C2|A0A024R230",NA,"MAPK signaling pathway|PI3K-Akt signaling pathway|Calcium signaling pathway","KEGG",1,0,"NTRK2"
"kegg_4916","NTRK3","gene","191316","Q96CY4|Q16288|X5D2R1|X5DNW6|O95193|B7Z7U4|X5D7M5","ONCOGENE","Calcium signaling pathway","KEGG",1,0,"NTRK3"
"kegg_4923","NTSR1","gene","162651","P30989",NA,"Calcium signaling pathway","KEGG",1,0,"NTSR1"
"kegg_8650","NUMB","gene","603728","A0A024R6F4|P49757|A0A024R681|A0A024R684|A0A024R6C4",NA,"Notch signaling pathway","KEGG",1,0,"NUMB"
"kegg_9253","NUMBL","gene","604018","A0A0C4DGH3|Q9Y6R0|B7Z5W0|A8K033",NA,"Notch signaling pathway","KEGG",1,0,"NUMBL"
"kegg_C20792","Oleoylethanolamide","compound",NA,NA,NA,"cAMP signaling pathway","KEGG",1,0,"Oleoylethanolamide"
"kegg_4973","OLR1","gene","602601|608446","P78380|A0A024RAU0",NA,"PPAR signaling pathway","KEGG",1,0,"OLR1"
"kegg_4988","OPRM1","gene","600018","G8XRH5|P35372|B8K2Q5|G8XRH4|L0E130",NA,"Estrogen signaling pathway","KEGG",1,0,"OPRM1"
"kegg_84876","ORAI1","gene","610277|612782|615883","A0A024RBT3|Q96D31",NA,"cAMP signaling pathway|Calcium signaling pathway","KEGG",1,0,"ORAI1"
"kegg_80228","ORAI2","gene","610929","Q96SN7|B4DUB4",NA,"Calcium signaling pathway","KEGG",1,0,"ORAI2"
"kegg_93129","ORAI3","gene","610930","A0A024QZA7|Q9BRQ5",NA,"Calcium signaling pathway","KEGG",1,0,"ORAI3"
"kegg_5008","OSM","gene","165095","B5MCX1|P13725",NA,"Cytokine-cytokine receptor interaction|JAK-STAT signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"OSM"
"kegg_9180","OSMR","gene","105250|601743","Q99650",NA,"Cytokine-cytokine receptor interaction|JAK-STAT signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"OSMR"
"kegg_5020","OXT","gene","167050","P01178|X5D7M6",NA,"cAMP signaling pathway","KEGG",1,0,"OXT"
"kegg_5021","OXTR","gene","167055","B2R9L7|P30559",NA,"cAMP signaling pathway|Calcium signaling pathway","KEGG",1,0,"OXTR"
"kegg_C00007","Oxygen","compound",NA,NA,NA,"HIF-1 signaling pathway","KEGG",1,0,"Oxygen"
"kegg_5023","P2RX1","gene","600845","P51575",NA,"Calcium signaling pathway","KEGG",1,0,"P2RX1"
"kegg_22953","P2RX2","gene","600844|608224","Q32MC3|Q9UBL9",NA,"Calcium signaling pathway","KEGG",1,0,"P2RX2"
"kegg_5024","P2RX3","gene","600843","P56373",NA,"Calcium signaling pathway","KEGG",1,0,"P2RX3"
"kegg_5025","P2RX4","gene","600846","Q99571",NA,"Calcium signaling pathway","KEGG",1,0,"P2RX4"
"kegg_5026","P2RX5","gene","602836","Q93086",NA,"Calcium signaling pathway","KEGG",1,0,"P2RX5"
"kegg_9127","P2RX6","gene","608077","O15547",NA,"Calcium signaling pathway","KEGG",1,0,"P2RX6"
"kegg_5027","P2RX7","gene","602566","Q99572",NA,"Calcium signaling pathway","KEGG",1,0,"P2RX7"
"kegg_5058","PAK1","gene","602590|618158","Q13153|A0A024R5P0",NA,"Renal cell carcinoma|Focal adhesion|MAPK signaling pathway|cAMP signaling pathway","KEGG",1,0,"PAK1"
"kegg_5062","PAK2","gene","605022","A8K5M4|Q13177","ONCOGENE","MAPK signaling pathway|Focal adhesion|Renal cell carcinoma","KEGG",1,0,"PAK2"
"kegg_5063","PAK3","gene","300142|300558","B2RCU6|O75914",NA,"Renal cell carcinoma|Focal adhesion","KEGG",1,0,"PAK3"
"kegg_10298","PAK4","gene","605451","A0A024R0J1|O96013|A0A024R0L8",NA,"Renal cell carcinoma|Focal adhesion","KEGG",1,0,"PAK4"
"kegg_57144","PAK5","gene","608038","B0AZM9|Q9P286",NA,"Renal cell carcinoma|Focal adhesion","KEGG",1,0,"PAK5"
"kegg_56924","PAK6","gene","608110","A0A024R9Q4|Q9NQU5",NA,"Renal cell carcinoma|Focal adhesion","KEGG",1,0,"PAK6"
"kegg_56288","PARD3","gene","606745","Q8TEW0",NA,"Adherens junction","KEGG",1,0,"PARD3"
"kegg_142","PARP1","gene","173870","A0A024R3T8|P09874",NA,"Apoptosis","KEGG",1,0,"PARP1"
"kegg_10038","PARP2","gene","607725","Q9UGN5",NA,"Apoptosis","KEGG",1,0,"PARP2"
"kegg_10039","PARP3","gene","607726","Q9Y6F1|A0A024R2X5",NA,"Apoptosis","KEGG",1,0,"PARP3"
"kegg_143","PARP4","gene","607519","Q9UKK3",NA,"Apoptosis","KEGG",1,0,"PARP4"
"kegg_55742","PARVA","gene","608120","J3KNQ4|Q9NVD7",NA,"Focal adhesion","KEGG",1,0,"PARVA"
"kegg_29780","PARVB","gene","608121","Q9HBI1|A0A087WZB5",NA,"Focal adhesion","KEGG",1,0,"PARVB"
"kegg_64098","PARVG","gene","608122","A0A024R4U4|Q9HBI0",NA,"Focal adhesion","KEGG",1,0,"PARVG"
"kegg_7849","PAX8","gene","167415|218700","Q06710|R9W7C9|A0A024R524|A0A024R4X8",NA,"Pathways in cancer|Thyroid cancer","KEGG",1,0,"PAX8"
"kegg_55193","PBRM1","gene","144700|606083","Q86U86","TUMOUR SUPPRESSOR","Hepatocellular carcinoma","KEGG",1,0,"PBRM1"
"kegg_5105","PCK1","gene","261680|614168","P35558",NA,"PPAR signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"PCK1"
"kegg_5106","PCK2","gene","261650|614095","A0A0A0MS74|Q16822|B4DW73",NA,"PI3K-Akt signaling pathway|PPAR signaling pathway","KEGG",1,0,"PCK2"
"kegg_5111","PCNA","gene","176740|615919","P12004",NA,"Cell cycle","KEGG",1,0,"PCNA"
"kegg_10846","PDE10A","gene","610652|616921|616922","Q9Y233|A0A1B1UZR0|A0A1B1UZQ1",NA,"cAMP signaling pathway","KEGG",1,0,"PDE10A"
"kegg_5136","PDE1A","gene","171890","P54750|B7Z226|Q9Y633|B7Z7A2",NA,"Calcium signaling pathway","KEGG",1,0,"PDE1A"
"kegg_5153","PDE1B","gene","171891","A0A024RB59|Q01064|Q7Z364|B4DK72|B3KX78",NA,"Calcium signaling pathway","KEGG",1,0,"PDE1B"
"kegg_5137","PDE1C","gene","602987|618140","Q14123|A0A0A0MS69",NA,"Calcium signaling pathway","KEGG",1,0,"PDE1C"
"kegg_5139","PDE3A","gene","112410|123805","Q14432",NA,"cAMP signaling pathway","KEGG",1,0,"PDE3A"
"kegg_5140","PDE3B","gene","602047","A7E2E5|Q13370",NA,"cAMP signaling pathway","KEGG",1,0,"PDE3B"
"kegg_5141","PDE4A","gene","600126","P27815",NA,"cAMP signaling pathway","KEGG",1,0,"PDE4A"
"kegg_5142","PDE4B","gene","600127","Q07343|Q59GM8|X5DNX5|Q68CX5|X5DR82",NA,"cAMP signaling pathway","KEGG",1,0,"PDE4B"
"kegg_5143","PDE4C","gene","600128","O43849|Q08493|Q32MM7|P78505|Q7KYS4",NA,"cAMP signaling pathway","KEGG",1,0,"PDE4C"
"kegg_5144","PDE4D","gene","600129|614613","A0A140VJR0|Q08499",NA,"cAMP signaling pathway","KEGG",1,0,"PDE4D"
"kegg_5154","PDGFA","gene","173430","P04085",NA,"Pathways in cancer|Glioma|Melanoma|Prostate cancer|JAK-STAT signaling pathway|Focal adhesion|PI3K-Akt signaling pathway|Calcium signaling pathway|MAPK signaling pathway","KEGG",1,0,"PDGFA"
